Div,DateTime,HomeTeam,AwayTeam
B1,23.04.2022 18:45,Mechelen,Sporting Charleroi
B1,24.04.2022 14:00,Gent,Genk
B1,29.04.2022 18:45,Genk,Mechelen
B1,30.04.2022 16:30,Sporting Charleroi,Gent
B1,06.05.2022 18:45,Sporting Charleroi,Genk
B1,07.05.2022 18:45,Gent,Mechelen
B1,10.05.2022 16:45,Mechelen,Gent
B1,10.05.2022 19:00,Genk,Sporting Charleroi
B1,14.05.2022 18:45,Sporting Charleroi,Mechelen
B1,15.05.2022 14:00,Genk,Gent
B1,21.05.2022 18:45,Gent,Sporting Charleroi
B1,21.05.2022 18:45,Mechelen,Genk
