Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,PSCH,PSCD,PSCA,PCAHH,PCAHA,AHh,AHCh,Over,Under,Total
B1,08/08/2020,15:30,Club Brugge,Charleroi,0,1,A,1.53,4.13,6.81,1.63,3.97,5.75,1.82,2.09,-1,-0.75,2.05,1.83,2.5
B1,08/08/2020,18:00,Antwerp,Mouscron,1,1,D,1.32,5.34,10.09,1.52,4.41,6.35,1.89,2.01,-1.5,-1,1.73,2.19,2.5
B1,08/08/2020,18:00,Standard,Cercle Brugge,1,0,H,1.43,4.75,7.44,1.51,4.16,7.25,1.91,1.99,-1.25,-1,1.77,2.12,2.5
B1,09/08/2020,12:30,St Truiden,Gent,2,1,H,4.54,4.19,1.72,5.05,4.13,1.66,2.06,1.84,0.75,0.75,1.81,2.07,2.5
B1,09/08/2020,15:00,Waregem,Genk,1,2,A,3.65,3.91,1.97,3.99,4.03,1.85,2.05,1.85,0.5,0.5,1.58,2.48,2.5
B1,09/08/2020,17:15,Mechelen,Anderlecht,2,2,D,4.33,3.6,1.89,3.24,3.44,2.27,1.93,1.97,0.5,0.25,1.83,2.06,2.5
B1,09/08/2020,19:45,Kortrijk,Waasland-Beveren,1,3,A,1.65,4.18,5.08,1.6,4.05,5.85,2.03,1.87,-1,-1,1.76,2.13,2.5
B1,10/08/2020,18:00,Oud-Heverlee Leuven,Eupen,1,1,D,2.4,3.56,2.92,2.06,3.54,3.69,2.06,1.84,-0.25,-0.5,1.9,1.98,2.5
B1,10/08/2020,18:00,Oostende,Beerschot VA,1,2,A,2.34,3.63,2.97,2.89,3.49,2.45,1.79,2.12,-0.25,0.25,1.88,2,2.5
B1,14/08/2020,18:00,Mouscron,Mechelen,0,1,A,3.54,3.62,2.08,3.92,3.86,1.91,1.99,1.91,0.25,0.5,1.88,2,2.5
B1,15/08/2020,15:30,Genk,Oud-Heverlee Leuven,1,1,D,1.27,6,11.37,1.2,7.54,11.45,1.96,1.92,-1.75,-2,1.4,3,2.5
B1,15/08/2020,18:00,Charleroi,Oostende,1,0,H,1.39,4.88,8.45,1.5,4.46,6.69,1.84,2.06,-1.25,-1,1.63,2.36,2.5
B1,15/08/2020,18:00,Gent,Kortrijk,1,2,A,1.4,5.04,7.77,1.69,4.04,4.91,1.89,2,-1.25,-0.75,1.58,2.46,2.5
B1,16/08/2020,12:30,Cercle Brugge,Antwerp,2,1,H,3.95,3.96,1.88,4.36,3.95,1.79,1.88,2.03,0.5,0.75,1.85,2.03,2.5
B1,16/08/2020,15:00,Beerschot VA,Waregem,3,1,H,2.34,3.53,3.04,2.25,3.84,2.99,1.98,1.92,-0.25,-0.25,1.65,2.33,2.5
B1,16/08/2020,15:00,Eupen,Club Brugge,0,4,A,8.3,4.43,1.44,7.36,4.26,1.49,2.1,1.81,1.25,1,1.72,2.19,2.5
B1,16/08/2020,17:15,Anderlecht,St Truiden,3,1,H,1.45,4.76,7.08,1.68,4.19,4.78,1.88,2.01,-1.25,-0.75,1.62,2.38,2.5
B1,17/08/2020,18:00,Waasland-Beveren,Standard,1,2,A,5.8,4.26,1.57,5.85,3.95,1.62,1.83,2.06,1,1,1.83,2.06,2.5
B1,21/08/2020,18:00,Kortrijk,Eupen,0,0,D,2.37,3.42,3.06,2.33,3.39,3.12,2.02,1.88,-0.25,-0.25,1.92,1.97,2.5
B1,22/08/2020,15:15,Waregem,Waasland-Beveren,4,1,H,1.75,3.98,4.6,1.79,4.3,4.03,2.02,1.88,-0.75,-0.75,1.52,2.62,2.5
B1,22/08/2020,17:30,Mechelen,Cercle Brugge,2,3,A,1.81,3.8,4.44,1.93,3.73,3.99,1.93,1.97,-0.75,-0.5,1.76,2.14,2.5
B1,22/08/2020,17:30,Oud-Heverlee Leuven,Charleroi,1,3,A,4.61,3.73,1.8,5.47,4.11,1.63,1.83,2.06,0.75,1,1.79,2.1,2.5
B1,22/08/2020,19:45,Antwerp,Gent,1,0,H,2.7,3.43,2.64,2.89,3.38,2.52,2.09,1.81,0,0,1.85,2.04,2.5
B1,23/08/2020,12:30,Standard,Genk,0,0,D,2.23,3.38,3.38,2.57,3.51,2.73,1.89,2.01,-0.25,0,1.83,2.06,2.5
B1,23/08/2020,15:00,Club Brugge,Beerschot VA,0,1,A,1.3,5.68,9.92,1.33,5.58,8.75,2,1.9,-1.5,-1.5,1.53,2.61,2.5
B1,23/08/2020,17:15,Anderlecht,Mouscron,1,1,D,1.39,4.91,8.38,1.41,4.85,7.94,1.97,1.93,-1.25,-1.25,1.71,2.21,2.5
B1,24/08/2020,19:45,St Truiden,Oostende,0,0,D,2.08,3.6,3.56,2.35,3.44,3.04,2.04,1.86,-0.25,-0.25,1.74,2.18,2.5
B1,28/08/2020,19:45,Oostende,Anderlecht,2,2,D,3.56,3.77,2.01,4.35,4.18,1.74,1.96,1.94,0.5,0.75,1.58,2.5,2.5
B1,29/08/2020,15:15,Eupen,St Truiden,1,1,D,2.01,3.64,3.7,1.79,3.77,4.51,2.03,1.87,-0.25,-0.75,1.83,2.05,2.5
B1,29/08/2020,17:30,Cercle Brugge,Kortrijk,0,1,A,2.31,3.48,3.09,2.15,3.56,3.34,1.88,2.02,-0.25,-0.25,1.8,2.09,2.5
B1,29/08/2020,17:30,Waasland-Beveren,Oud-Heverlee Leuven,1,3,A,2.66,3.56,2.58,3.54,3.6,2.07,1.84,2.07,0,0.5,1.82,2.07,2.5
B1,29/08/2020,19:45,Mouscron,Waregem,0,1,A,2.8,3.47,2.5,3.15,3.36,2.33,1.88,2.01,0,0.25,1.77,2.13,2.5
B1,30/08/2020,12:30,Genk,Club Brugge,1,2,A,3.25,3.45,2.23,3.43,3.7,2.07,1.83,2.07,0.25,0.5,1.74,2.18,2.5
B1,30/08/2020,15:00,Beerschot VA,Standard,0,3,A,3.02,3.46,2.35,3.51,3.56,2.09,2.09,1.82,0.25,0.25,1.88,2,2.5
B1,30/08/2020,17:15,Charleroi,Antwerp,2,0,H,2.19,3.49,3.32,2.33,3.35,3.16,2.01,1.88,-0.25,-0.25,2.05,1.83,2.5
B1,30/08/2020,19:45,Gent,Mechelen,1,0,H,1.78,3.97,4.37,1.79,3.95,4.26,2.03,1.87,-0.75,-0.75,1.67,2.29,2.5
B1,11/09/2020,19:45,Eupen,Gent,2,1,H,3.19,3.62,2.25,3.05,3.62,2.33,1.88,2.02,0.25,0.25,1.92,1.95,2.5
B1,12/09/2020,15:15,Mechelen,Oostende,0,1,A,1.89,3.84,4.06,1.85,3.91,4.31,2.09,1.82,-0.5,-0.75,1.67,2.31,2.5
B1,12/09/2020,17:30,Oud-Heverlee Leuven,Standard,1,0,H,5.25,3.7,1.74,5.18,4.37,1.64,1.85,2.06,0.75,1,1.62,2.4,2.5
B1,12/09/2020,19:45,Club Brugge,Waasland-Beveren,4,1,H,1.13,9.29,23.78,1.1,11.58,35.28,1.93,1.97,-2.25,-2.75,1.3,3.71,2.5
B1,13/09/2020,12:30,Anderlecht,Cercle Brugge,2,0,H,1.5,4.61,6.54,1.53,4.49,6.36,1.89,2.02,-1,-1,1.58,2.48,2.5
B1,13/09/2020,15:00,St Truiden,Antwerp,2,3,A,4,3.9,1.89,3.65,3.72,2.06,1.85,2.06,0.5,0.5,1.85,2.05,2.5
B1,13/09/2020,17:15,Waregem,Charleroi,0,2,A,3.71,3.45,2.11,3.75,3.8,2,1.9,2,0.5,0.5,1.7,2.25,2.5
B1,13/09/2020,19:45,Kortrijk,Mouscron,3,0,H,1.85,3.9,4.16,1.96,3.63,4.1,1.96,1.94,-0.5,-0.5,2.08,1.83,2.5
B1,14/09/2020,19:45,Beerschot VA,Genk,5,2,H,3.17,3.75,2.24,3.17,3.75,2.24,1.95,1.95,0.25,0.25,1.63,2.38,2.5
B1,18/09/2020,19:45,Charleroi,Beerschot VA,3,1,H,1.75,3.76,5.19,1.85,3.61,4.66,1.85,2.06,-0.75,-0.5,1.76,2.14,2.5
B1,19/09/2020,15:15,Oostende,Oud-Heverlee Leuven,3,1,H,2.09,3.72,3.41,1.88,3.99,4.03,1.88,2.03,-0.25,-0.5,1.58,2.48,2.5
B1,19/09/2020,17:30,Mouscron,Gent,0,1,A,4.39,3.85,1.81,5.04,4.2,1.68,2.04,1.87,0.75,0.75,1.8,2.09,2.5
B1,19/09/2020,19:45,Waasland-Beveren,Anderlecht,2,4,A,6.04,4.56,1.52,7.64,5.21,1.41,1.81,2.09,1,1.5,1.56,2.53,2.5
B1,20/09/2020,12:30,Waregem,Club Brugge,0,6,A,6.21,4.44,1.53,7.52,5.2,1.41,1.8,2.11,1,1.5,1.55,2.58,2.5
