Div,DateTime,HomeTeam,AwayTeam
T1,15.04.2022 17:30,Kayserispor,Rizespor
T1,15.04.2022 17:30,Trabzonspor,Fatih Karagumruk
T1,16.04.2022 10:30,Hatayspor,Sivasspor
T1,16.04.2022 13:00,Altay,Istanbul Basaksehir
T1,16.04.2022 13:00,Alanyaspor,Antalyaspor
T1,16.04.2022 17:30,Fenerbahce,Goztepe
T1,17.04.2022 10:30,Konyaspor,Gaziantep F.K.
