Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,PSCH,PSCD,PSCA,PCAHH,PCAHA,AHh,AHCh,Over,Under,Total
T1,16/08/2019,18:30,Denizlispor,Galatasaray,2,0,H,4.34,3.99,1.8,4.15,3.75,1.9,1.76,2.16,0.75,0.75,1.76,2.13,2.5
T1,17/08/2019,17:15,Genclerbirligi,Rizespor,0,1,A,2.08,3.53,3.7,2.11,3.46,3.66,1.82,2.08,-0.25,-0.25,2.06,1.82,2.5
T1,17/08/2019,19:45,Kayserispor,Alanyaspor,0,1,A,2.44,3.52,2.93,3.55,3.37,2.19,2.02,1.88,-0.25,0.25,2.05,1.83,2.5
T1,17/08/2019,19:45,Sivasspor,Besiktas,3,0,H,2.84,3.6,2.47,2.66,3.61,2.62,1.96,1.93,0,0,1.73,2.19,2.5
T1,18/08/2019,17:15,Konyaspor,Ankaragucu,0,0,D,1.76,3.59,5.21,1.88,3.44,4.74,1.88,2.02,-0.75,-0.5,2.16,1.75,2.5
T1,18/08/2019,19:45,Goztep,Antalyaspor,0,1,A,1.85,3.84,4.23,1.67,3.94,5.41,1.89,2.01,-0.5,-0.75,2,1.88,2.5
T1,18/08/2019,19:45,Kasimpasa,Trabzonspor,1,1,D,3.28,3.82,2.14,3.38,3.87,2.08,2.08,1.82,0.25,0.25,1.55,2.56,2.5
T1,18/08/2019,19:45,Yeni Malatyaspor,Buyuksehyr,3,0,H,3.55,3.41,2.17,4.18,3.76,1.89,2.01,1.89,0.25,0.5,1.87,2.01,2.5
T1,19/08/2019,18:00,Fenerbahce,Gaziantep,5,0,H,1.45,4.62,7.42,1.57,4.42,5.69,1.97,1.93,-1.25,-1,1.56,2.51,2.5
T1,23/08/2019,18:30,Besiktas,Goztep,3,0,H,1.51,4.38,6.67,1.75,3.78,4.98,1.98,1.93,-1,-0.75,1.79,2.1,2.5
T1,24/08/2019,17:15,Ankaragucu,Kayserispor,1,1,D,2.46,3.25,3.12,3.06,3.44,2.39,1.83,2.06,-0.25,0.25,2.08,1.8,2.5
T1,24/08/2019,19:45,Alanyaspor,Kasimpasa,4,1,H,1.68,4.56,4.44,1.56,4.89,5.2,1.95,1.95,-0.75,-1,1.54,2.58,2.5
T1,24/08/2019,19:45,Buyuksehyr,Fenerbahce,1,2,A,2.55,3.4,2.88,2.74,3.65,2.52,2.03,1.87,0,0,1.67,2.28,2.5
T1,25/08/2019,17:15,Rizespor,Sivasspor,2,1,H,2.15,3.55,3.46,2.19,3.66,3.29,1.91,1.99,-0.25,-0.25,1.77,2.12,2.5
T1,25/08/2019,17:15,Trabzonspor,Yeni Malatyaspor,2,1,H,1.69,4.07,4.94,1.46,4.98,6.44,1.74,2.2,-0.75,-1,1.54,2.57,2.5
T1,25/08/2019,19:45,Antalyaspor,Denizlispor,0,2,A,2.75,3.25,2.76,3.11,3.34,2.41,1.83,2.07,0,0.25,2.01,1.87,2.5
T1,25/08/2019,19:45,Galatasaray,Konyaspor,1,1,D,1.46,4.65,7.17,1.41,4.88,7.87,1.9,2,-1.25,-1.25,1.61,2.39,2.5
T1,26/08/2019,18:00,Gaziantep,Genclerbirligi,4,1,H,2.49,3.22,3.1,2.86,3.33,2.6,2.04,1.85,-0.25,0,2.2,1.72,2.5
T1,30/08/2019,18:30,Kasimpasa,Ankaragucu,0,1,A,1.7,4.25,4.65,1.88,3.83,4.14,1.88,2.02,-0.75,-0.5,1.69,2.25,2.5
T1,30/08/2019,18:30,Kayserispor,Galatasaray,2,3,A,4.58,4.06,1.75,5,4.15,1.68,2.02,1.88,0.75,0.75,1.78,2.11,2.5
T1,31/08/2019,17:15,Konyaspor,Antalyaspor,2,2,D,1.63,3.71,6.38,2.16,3.18,3.88,1.83,2.07,-0.75,-0.25,2.38,1.62,2.5
T1,31/08/2019,19:45,Besiktas,Rizespor,1,1,D,1.6,4.47,5.25,1.71,4.03,4.91,1.91,1.99,-1,-0.75,1.57,2.48,2.5
T1,31/08/2019,19:45,Goztep,Denizlispor,0,0,D,2.42,3.42,3.04,2.5,3.41,2.93,2.15,1.77,-0.25,-0.25,2.12,1.78,2.5
T1,01/09/2019,17:15,Genclerbirligi,Buyuksehyr,1,2,A,4.48,3.62,1.87,3.17,3.49,2.31,1.9,2,0.5,0.25,1.95,1.93,2.5
T1,01/09/2019,17:15,Sivasspor,Gaziantep,1,1,D,1.5,4.39,6.97,1.81,3.65,4.77,2.05,1.85,-1,-0.75,1.87,2.01,2.5
T1,01/09/2019,19:45,Fenerbahce,Trabzonspor,1,1,D,1.66,4.38,4.83,1.65,4.4,4.91,2.09,1.81,-0.75,-1,1.44,2.88,2.5
T1,01/09/2019,19:45,Yeni Malatyaspor,Alanyaspor,2,3,A,2.92,3.52,2.45,3.29,3.61,2.2,1.98,1.92,0.25,0.25,1.85,2.03,2.5
T1,13/09/2019,18:30,Galatasaray,Kasimpasa,1,0,H,1.31,6.05,8.81,1.27,6.62,9.59,1.9,2,-1.5,-1.75,1.34,3.4,2.5
T1,14/09/2019,15:00,Buyuksehyr,Sivasspor,1,1,D,1.6,4.08,6.01,1.6,4.05,6.03,2.05,1.85,-1,-1,1.85,2.03,2.5
T1,14/09/2019,18:00,Antalyaspor,Kayserispor,2,2,D,2.17,3.43,3.54,1.94,3.69,4.02,1.94,1.96,-0.25,-0.5,2.03,1.85,2.5
T1,14/09/2019,18:00,Gaziantep,Besiktas,3,2,H,4.31,3.89,1.83,3.24,3.52,2.26,1.93,1.96,0.5,0.25,1.73,2.18,2.5
T1,15/09/2019,15:00,Ankaragucu,Yeni Malatyaspor,0,4,A,2.82,3.23,2.7,2.78,3.3,2.69,1.98,1.92,0,0,2.09,1.79,2.5
T1,15/09/2019,15:00,Rizespor,Goztep,0,0,D,2.02,3.44,4.03,2.33,3.33,3.28,2,1.9,-0.5,-0.25,2.07,1.82,2.5
T1,15/09/2019,18:00,Denizlispor,Konyaspor,0,1,A,2.15,3.29,3.77,2.33,3.03,3.63,1.97,1.93,-0.25,-0.25,2.28,1.67,2.5
T1,15/09/2019,18:00,Trabzonspor,Genclerbirligi,2,2,D,1.52,4.6,6.08,1.77,3.93,4.6,1.99,1.91,-1,-0.75,1.58,2.47,2.5
T1,16/09/2019,18:00,Alanyaspor,Fenerbahce,3,1,H,2.84,3.6,2.47,2.44,3.68,2.83,1.81,2.1,0,0,1.65,2.32,2.5
T1,20/09/2019,18:30,Goztep,Konyaspor,1,0,H,2.44,3.03,3.39,2.26,3.07,3.73,1.92,1.98,-0.25,-0.25,2.5,1.57,2.5
T1,21/09/2019,13:00,Kasimpasa,Antalyaspor,3,0,H,2.43,3.52,2.95,2.24,3.8,3.07,1.97,1.93,-0.25,-0.25,1.72,2.2,2.5
T1,21/09/2019,15:30,Kayserispor,Denizlispor,1,1,D,2.52,3.35,2.95,2.36,3.71,2.93,2.06,1.84,0,-0.25,1.88,2,2.5
T1,21/09/2019,18:00,Fenerbahce,Ankaragucu,2,1,H,1.23,6.55,12.84,1.13,9.16,17.8,1.87,2.01,-1.75,-2.25,1.31,3.53,2.5
T1,22/09/2019,12:00,Rizespor,Gaziantep,1,2,A,2.05,3.47,3.88,2.04,3.49,3.88,2.04,1.85,-0.5,-0.5,1.89,1.99,2.5
