Div,DateTime,HomeTeam,AwayTeam
SP2,15.04.2022 16:30,SD Eibar,Las Palmas
SP2,15.04.2022 19:00,Amorebieta,Mirandes
SP2,16.04.2022 14:00,Leganes,Malaga
SP2,16.04.2022 16:15,Real Valladolid,Almeria
SP2,16.04.2022 18:30,Sporting Gijon,Real Oviedo
SP2,16.04.2022 19:00,FC Cartagena,Alcorcon
SP2,17.04.2022 12:00,Ponferradina,Lugo
SP2,17.04.2022 14:00,Burgos,UD Ibiza
SP2,17.04.2022 16:15,Huesca,Real Zaragoza
SP2,17.04.2022 16:15,Tenerife,Fuenlabrada
SP2,18.04.2022 17:00,Girona,Real Sociedad II
SP2,22.04.2022 19:00,Tenerife,Huesca
SP2,23.04.2022 12:00,Real Sociedad II,Amorebieta
SP2,23.04.2022 14:15,FC Cartagena,Girona
SP2,23.04.2022 14:15,Fuenlabrada,Ponferradina
SP2,23.04.2022 16:30,Malaga,SD Eibar
SP2,24.04.2022 12:00,Alcorcon,Real Oviedo
SP2,24.04.2022 14:15,UD Ibiza,Las Palmas
SP2,24.04.2022 14:15,Mirandes,Real Valladolid
SP2,24.04.2022 16:30,Lugo,Leganes
SP2,24.04.2022 16:30,Real Zaragoza,Burgos
SP2,25.04.2022 19:00,Almeria,Sporting Gijon
SP2,29.04.2022 20:00,Las Palmas,Malaga
SP2,30.04.2022 14:00,Real Oviedo,Mirandes
SP2,30.04.2022 16:15,SD Eibar,Real Zaragoza
SP2,30.04.2022 18:30,Burgos,Almeria
SP2,01.05.2022 12:00,Amorebieta,Fuenlabrada
SP2,01.05.2022 14:00,Sporting Gijon,UD Ibiza
SP2,01.05.2022 14:00,Alcorcon,Girona
SP2,01.05.2022 16:15,Lugo,Tenerife
SP2,01.05.2022 16:15,Ponferradina,FC Cartagena
SP2,02.05.2022 16:30,Leganes,Huesca
SP2,02.05.2022 19:00,Real Valladolid,Real Sociedad II
SP2,08.05.2022 00:00,FC Cartagena,Leganes
SP2,08.05.2022 00:00,Almeria,Amorebieta
SP2,08.05.2022 00:00,Real Zaragoza,Alcorcon
SP2,08.05.2022 00:00,Ponferradina,Burgos
SP2,08.05.2022 00:00,Malaga,Real Oviedo
SP2,08.05.2022 00:00,Las Palmas,Mirandes
SP2,08.05.2022 00:00,Huesca,Sporting Gijon
SP2,08.05.2022 00:00,Girona,Tenerife
SP2,08.05.2022 00:00,Fuenlabrada,Real Sociedad II
SP2,08.05.2022 00:00,SD Eibar,Real Valladolid
SP2,08.05.2022 00:00,UD Ibiza,Lugo
SP2,15.05.2022 00:00,Sporting Gijon,Girona
SP2,15.05.2022 00:00,Amorebieta,Huesca
SP2,15.05.2022 00:00,Alcorcon,Las Palmas
SP2,15.05.2022 00:00,Real Valladolid,Ponferradina
SP2,15.05.2022 00:00,Tenerife,Malaga
SP2,15.05.2022 00:00,Real Sociedad II,Almeria
SP2,15.05.2022 00:00,Real Oviedo,Real Zaragoza
SP2,15.05.2022 00:00,Mirandes,UD Ibiza
SP2,15.05.2022 00:00,Lugo,Fuenlabrada
SP2,15.05.2022 00:00,Leganes,SD Eibar
SP2,15.05.2022 00:00,Burgos,FC Cartagena
SP2,22.05.2022 00:00,SD Eibar,Tenerife
SP2,22.05.2022 00:00,Ponferradina,Leganes
SP2,22.05.2022 00:00,Malaga,Burgos
SP2,22.05.2022 00:00,Las Palmas,Real Oviedo
SP2,22.05.2022 00:00,UD Ibiza,Real Valladolid
SP2,22.05.2022 00:00,Huesca,Real Sociedad II
SP2,22.05.2022 00:00,Girona,Mirandes
SP2,22.05.2022 00:00,Fuenlabrada,Sporting Gijon
SP2,22.05.2022 00:00,FC Cartagena,Amorebieta
SP2,22.05.2022 00:00,Almeria,Alcorcon
SP2,22.05.2022 00:00,Real Zaragoza,Lugo
SP2,29.05.2022 00:00,Real Valladolid,Huesca
SP2,29.05.2022 00:00,Alcorcon,SD Eibar
SP2,29.05.2022 00:00,Amorebieta,Ponferradina
SP2,29.05.2022 00:00,Burgos,Girona
SP2,29.05.2022 00:00,Leganes,Almeria
SP2,29.05.2022 00:00,Lugo,Malaga
SP2,29.05.2022 00:00,Mirandes,Fuenlabrada
SP2,29.05.2022 00:00,Real Oviedo,UD Ibiza
SP2,29.05.2022 00:00,Real Sociedad II,Real Zaragoza
SP2,29.05.2022 00:00,Sporting Gijon,Las Palmas
SP2,29.05.2022 00:00,Tenerife,FC Cartagena
