Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,PSCH,PSCD,PSCA,PCAHH,PCAHA,AHh,AHCh,Over,Under,Total
P1,06/08/2021,20:15,Sp Lisbon,Vizela,3,0,H,1.27,6.14,12.01,1.24,6.54,13.01,2.01,1.88,-1.5,-1.75,1.61,2.39,2.5
P1,07/08/2021,12:45,Arouca,Estoril,0,2,A,2.27,3.36,3.44,2.34,3.05,3.67,1.97,1.93,-0.25,-0.25,2.78,1.48,2.5
P1,07/08/2021,18:00,Moreirense,Benfica,1,2,A,6.9,4.8,1.47,8.48,4.76,1.42,1.93,1.97,1.25,1.25,1.76,2.14,2.5
P1,07/08/2021,20:30,Maritimo,Sp Braga,0,2,A,4.53,3.72,1.83,5.05,3.52,1.83,2.1,1.83,0.5,0.5,2.38,1.63,2.5
P1,08/08/2021,15:30,Guimaraes,Portimonense,0,1,A,2.07,3.26,4.08,1.98,3.29,4.55,1.98,1.93,-0.25,-0.5,2.36,1.64,2.5
P1,08/08/2021,15:30,Tondela,Santa Clara,3,0,H,3.19,3.21,2.45,3.29,3.19,2.44,1.85,2.07,0.25,0.25,2.3,1.67,2.5
P1,08/08/2021,18:00,Porto,Belenenses,2,0,H,1.22,6.77,12.92,1.16,8.72,18.42,1.84,2.05,-1.75,-2,1.49,2.68,2.5
P1,08/08/2021,20:30,Pacos Ferreira,Famalicao,2,0,H,2.49,3.17,3.17,2.63,3.05,3.13,1.79,2.14,-0.25,0,2.84,1.47,2.5
P1,09/08/2021,20:15,Gil Vicente,Boavista,3,0,H,2.17,3.2,3.82,1.92,3.23,5.03,1.92,1.99,-0.25,-0.5,2.61,1.54,2.5
P1,13/08/2021,20:15,Estoril,Guimaraes,0,0,D,2.99,3.13,2.68,3.2,3.22,2.47,1.83,2.1,0,0.25,2.27,1.68,2.5
P1,14/08/2021,15:30,Vizela,Tondela,2,1,H,2.38,3.29,3.24,2.39,3.45,3.12,2.06,1.85,-0.25,-0.25,1.9,1.99,2.5
P1,14/08/2021,18:00,Benfica,Arouca,2,0,H,1.17,7.41,18.93,1.2,6.91,16.54,1.9,1.98,-2,-1.75,1.59,2.44,2.5
P1,14/08/2021,20:30,Sp Braga,Sp Lisbon,1,2,A,3.59,3.24,2.24,3.13,3.25,2.5,1.81,2.13,0.25,0.25,2.29,1.68,2.5
P1,15/08/2021,15:30,Portimonense,Gil Vicente,0,1,A,2.49,3.09,3.25,2.48,3.12,3.29,2.09,1.83,-0.25,-0.25,2.56,1.56,2.5
P1,15/08/2021,18:00,Famalicao,Porto,1,2,A,8.74,5.05,1.38,8.46,5.07,1.4,2.01,1.89,1.25,1.25,1.74,2.18,2.5
P1,15/08/2021,20:30,Santa Clara,Moreirense,2,2,D,2.48,3.17,3.19,2.02,3.34,4.26,2.02,1.88,-0.25,-0.5,2.35,1.65,2.5
P1,16/08/2021,19:00,Boavista,Pacos Ferreira,3,0,H,2.79,3.01,2.92,3.04,3.1,2.66,1.72,2.24,0,0.25,2.61,1.54,2.5
P1,16/08/2021,21:15,Belenenses,Maritimo,1,2,A,2.59,2.93,3.27,2.74,2.9,3.16,1.82,2.1,-0.25,0,2.97,1.43,2.5
P1,20/08/2021,19:00,Arouca,Famalicao,2,1,H,3,3.16,2.65,2.89,3.15,2.75,2,1.91,0,0,2.51,1.57,2.5
P1,20/08/2021,21:15,Moreirense,Sp Braga,2,3,A,5.53,3.68,1.73,5.57,3.72,1.72,1.98,1.93,0.75,0.75,1.96,1.93,2.5
P1,21/08/2021,18:00,Gil Vicente,Benfica,0,2,A,5.69,4.22,1.6,5.49,3.83,1.7,1.99,1.91,1,0.75,2.02,1.88,2.5
P1,21/08/2021,20:30,Sp Lisbon,Belenenses,2,0,H,1.18,6.99,19.61,1.21,6.61,17.38,1.85,2.05,-1.75,-1.75,1.66,2.29,2.5
P1,22/08/2021,15:30,Tondela,Portimonense,0,3,A,2.93,2.95,2.83,2.81,3.21,2.77,1.97,1.93,0,0,2.1,1.79,2.5
P1,22/08/2021,18:00,Maritimo,Porto,1,1,D,9.07,4.69,1.4,8.75,4.23,1.47,1.78,2.14,1.25,1.25,2.14,1.76,2.5
P1,22/08/2021,20:30,Guimaraes,Vizela,4,0,H,1.7,3.72,5.55,1.93,3.54,4.34,1.93,1.97,-0.75,-0.5,2.01,1.88,2.5
P1,23/08/2021,19:00,Pacos Ferreira,Estoril,1,3,A,2.23,3.22,3.64,2.3,3.04,3.79,1.93,1.97,-0.25,-0.25,2.57,1.55,2.5
P1,23/08/2021,21:15,Boavista,Santa Clara,2,0,H,2.37,3.33,3.21,2.68,3.02,3.1,1.82,2.11,-0.25,0,2.7,1.51,2.5
P1,27/08/2021,19:00,Belenenses,Moreirense,1,1,D,3.4,3.37,2.29,3.6,3.28,2.24,1.99,1.91,0.25,0.25,2.48,1.58,2.5
P1,27/08/2021,21:15,Estoril,Maritimo,2,1,H,2.14,3.19,4.03,2.28,3.1,3.75,1.93,1.98,-0.25,-0.25,2.68,1.51,2.5
P1,28/08/2021,15:30,Vizela,Boavista,1,1,D,2.89,3.32,2.59,2.51,3.21,3.15,2.13,1.8,0,-0.25,2.19,1.73,2.5
P1,28/08/2021,18:00,Porto,Arouca,3,0,H,1.17,7.47,18.95,1.17,7.95,18.27,1.97,1.92,-2,-2,1.45,2.83,2.5
P1,28/08/2021,20:30,Famalicao,Sp Lisbon,1,1,D,7.33,4.23,1.5,6.96,4.03,1.56,1.91,2,1,1,2.07,1.83,2.5
P1,29/08/2021,18:00,Benfica,Tondela,2,1,H,1.18,7.21,17.31,1.11,10.7,25.73,1.85,2.04,-2,-2.5,1.28,3.82,2.5
P1,29/08/2021,18:00,Sp Braga,Guimaraes,0,0,D,1.75,3.88,4.8,1.8,3.82,4.71,1.79,2.12,-0.75,-0.5,1.88,2.01,2.5
P1,29/08/2021,20:30,Portimonense,Pacos Ferreira,0,1,A,2.15,3.3,3.76,2.35,3.08,3.6,1.98,1.93,-0.25,-0.25,2.6,1.54,2.5
P1,29/08/2021,20:30,Santa Clara,Gil Vicente,1,0,H,2.71,3.04,2.99,2.58,3.07,3.18,1.76,2.17,0,0,2.53,1.57,2.5
P1,11/09/2021,15:30,Pacos Ferreira,Sp Braga,0,0,D,4.41,3.63,1.9,4.65,3.66,1.85,2.07,1.85,0.5,0.5,2.06,1.84,2.5
P1,11/09/2021,18:00,Santa Clara,Benfica,0,5,A,6.34,4.48,1.54,6.03,4.25,1.59,1.87,2.05,1,1,2,1.89,2.5
P1,11/09/2021,20:30,Sp Lisbon,Porto,1,1,D,2.62,3.26,2.96,2.52,3.2,3.14,1.75,2.18,0,0,2.18,1.74,2.5
P1,12/09/2021,15:30,Moreirense,Famalicao,2,2,D,2.94,3.24,2.64,2.95,3.41,2.53,2.12,1.81,0,0,2.08,1.81,2.5
P1,12/09/2021,18:00,Boavista,Portimonense,1,1,D,2.68,3.16,2.96,2.89,3.07,2.81,1.98,1.93,0,0,2.62,1.53,2.5
P1,12/09/2021,18:00,Gil Vicente,Vizela,2,2,D,2.05,3.53,3.91,2.51,3.25,3.12,2.13,1.8,-0.5,-0.25,2.14,1.77,2.5
P1,12/09/2021,20:30,Guimaraes,Belenenses,0,0,D,1.52,4.24,7.23,1.4,4.93,8.74,1.93,1.98,-1,-1.25,1.88,2.01,2.5
P1,13/09/2021,19:00,Maritimo,Arouca,2,2,D,2.08,3.32,3.97,2.26,3.22,3.64,1.92,1.99,-0.5,-0.25,2.48,1.58,2.5
P1,13/09/2021,21:15,Tondela,Estoril,1,2,A,3.04,3.27,2.51,3.27,3.37,2.36,1.89,2.02,0.25,0.25,2.15,1.76,2.5
P1,17/09/2021,20:15,Portimonense,Santa Clara,2,1,H,2.38,3.12,3.48,2.34,3.07,3.63,1.97,1.93,-0.25,-0.25,2.85,1.47,2.5
P1,18/09/2021,15:30,Famalicao,Maritimo,0,0,D,2.08,3.46,3.88,1.78,3.78,4.94,1.77,2.16,-0.25,-0.5,2.11,1.79,2.5
P1,18/09/2021,18:00,Belenenses,Gil Vicente,1,1,D,3.69,3.2,2.25,3.69,3.25,2.22,2.02,1.89,0.25,0.25,2.51,1.57,2.5
P1,18/09/2021,20:30,Arouca,Guimaraes,2,2,D,4.08,3.6,1.98,3.98,3.49,2.04,1.88,2.04,0.5,0.5,2.05,1.85,2.5
P1,19/09/2021,15:30,Vizela,Pacos Ferreira,1,1,D,2.47,3.26,3.16,2.34,3.24,3.42,1.99,1.91,-0.25,-0.25,2.27,1.69,2.5
P1,19/09/2021,18:00,Porto,Moreirense,5,0,H,1.21,6.95,15.81,1.18,7.62,17.61,2.08,1.82,-1.75,-2,1.51,2.62,2.5
P1,19/09/2021,20:30,Estoril,Sp Lisbon,0,1,A,6.65,3.77,1.63,6.11,4.03,1.61,1.81,2.12,1,1,2.07,1.83,2.5
P1,20/09/2021,19:00,Benfica,Boavista,3,1,H,1.21,6.72,15.22,1.14,9.02,24.16,2.04,1.85,-1.75,-2.25,1.46,2.78,2.5
P1,20/09/2021,21:15,Sp Braga,Tondela,3,1,H,1.33,5.43,9.75,1.31,5.82,10.22,1.95,1.95,-1.5,-1.5,1.59,2.48,2.5
P1,24/09/2021,19:00,Sp Lisbon,Maritimo,1,0,H,1.26,6.04,13.9,1.29,5.6,13.16,1.99,1.91,-1.5,-1.5,1.96,1.93,2.5
P1,24/09/2021,21:15,Gil Vicente,Porto,1,2,A,8.47,4.58,1.44,8.06,5.04,1.41,1.99,1.92,1.25,1.25,1.7,2.24,2.5
P1,25/09/2021,15:30,Moreirense,Arouca,2,1,H,2.14,3.56,3.58,2,3.57,4.04,2,1.91,-0.25,-0.5,2.03,1.86,2.5
P1,25/09/2021,18:00,Guimaraes,Benfica,1,3,A,5.28,4.1,1.68,4.83,3.95,1.75,1.93,1.98,0.75,0.75,1.96,1.92,2.5
P1,25/09/2021,20:30,Tondela,Famalicao,3,2,H,3.34,3.37,2.31,4.16,3.45,2.01,1.9,2.01,0.25,0.5,1.87,2.02,2.5
P1,26/09/2021,18:00,Santa Clara,Sp Braga,1,1,D,4.06,3.47,2.02,4.3,3.52,1.95,1.95,1.95,0.5,0.5,2.15,1.76,2.5
P1,26/09/2021,20:30,Portimonense,Vizela,0,0,D,2.21,3.47,3.47,2.41,3.15,3.38,2.04,1.87,-0.25,-0.25,2.37,1.63,2.5
P1,27/09/2021,19:00,Pacos Ferreira,Belenenses,2,2,D,1.74,3.59,5.44,1.9,3.16,5.31,1.9,2,-0.75,-0.5,2.57,1.55,2.5
P1,27/09/2021,21:15,Boavista,Estoril,1,1,D,2.81,3.03,2.89,2.82,3.01,2.94,1.91,2,0,0,2.57,1.55,2.5
P1,01/10/2021,19:00,Maritimo,Moreirense,0,0,D,2.26,3.25,3.59,2.36,3.24,3.38,2.01,1.9,-0.25,-0.25,2.29,1.68,2.5
P1,01/10/2021,21:15,Famalicao,Guimaraes,1,2,A,2.54,3.47,2.89,2.69,3.41,2.75,1.93,1.97,0,0,1.95,1.93,2.5
P1,02/10/2021,15:30,Vizela,Santa Clara,1,1,D,2.56,3.21,3.08,2.51,3.13,3.24,2.12,1.81,0,-0.25,2.2,1.73,2.5
P1,02/10/2021,18:00,Porto,Pacos Ferreira,2,1,H,1.24,6.39,13.97,1.25,6.32,14.06,2.08,1.83,-1.75,-1.75,1.69,2.26,2.5
P1,02/10/2021,20:30,Arouca,Sp Lisbon,1,2,A,8.8,4.34,1.45,8.41,4.85,1.41,1.91,2,1.25,1.25,1.93,1.96,2.5
P1,03/10/2021,15:30,Belenenses,Tondela,0,2,A,2.53,3.47,2.9,2.84,3.25,2.72,2,1.91,-0.25,0,2.26,1.69,2.5
P1,03/10/2021,18:00,Benfica,Portimonense,0,1,A,1.2,7.03,15.76,1.2,6.88,18.19,1.9,1.98,-1.75,-1.75,1.73,2.18,2.5
P1,03/10/2021,18:00,Estoril,Gil Vicente,2,2,D,2.28,3.35,3.44,2.18,3.23,3.86,1.85,2.07,-0.25,-0.25,2.38,1.63,2.5
