Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,PSCH,PSCD,PSCA,PCAHH,PCAHA,AHh,AHCh,Over,Under,Total
E3,07/08/2021,15:00,Carlisle,Colchester,0,0,D,2.09,3.42,3.73,2.1,3.19,4.09,1.78,2.13,-0.25,-0.25,2.5,1.56,2.5
E3,07/08/2021,15:00,Exeter,Bradford,0,0,D,2.39,3.36,3.1,2.57,3.18,3.03,1.79,2.12,-0.25,0,2.27,1.68,2.5
E3,07/08/2021,15:00,Forest Green,Sutton,2,1,H,1.85,3.72,4.28,2.28,3.18,3.57,1.93,1.95,-0.5,-0.25,2.48,1.57,2.5
E3,07/08/2021,15:00,Harrogate,Rochdale,3,2,H,2.33,3.49,3.1,2.22,3.35,3.5,1.9,1.98,-0.25,-0.25,2.07,1.81,2.5
E3,07/08/2021,15:00,Hartlepool,Crawley Town,1,0,H,2.26,3.3,3.34,2.27,3.32,3.44,1.93,1.95,-0.25,-0.25,2.24,1.69,2.5
E3,07/08/2021,15:00,Mansfield,Bristol Rvs,2,1,H,2.41,3.27,3.2,2.01,3.39,4.12,2.01,1.88,-0.25,-0.5,2.19,1.72,2.5
E3,07/08/2021,15:00,Northampton,Port Vale,1,0,H,2.27,3.35,3.33,2.45,3.13,3.28,2.07,1.83,-0.25,-0.25,2.5,1.57,2.5
E3,07/08/2021,15:00,Oldham,Newport County,0,1,A,2.68,3.32,2.71,3.43,3.4,2.23,1.97,1.92,0,0.25,2.18,1.72,2.5
E3,07/08/2021,15:00,Salford,Leyton Orient,1,1,D,1.96,3.43,4.18,1.97,3.44,4.21,1.97,1.92,-0.5,-0.5,2.33,1.65,2.5
E3,07/08/2021,15:00,Scunthorpe,Swindon,1,3,A,3.06,3.44,2.37,2.83,3.15,2.76,1.97,1.92,0.25,0,2.4,1.61,2.5
E3,07/08/2021,15:00,Stevenage,Barrow,1,0,H,2.24,3.25,3.52,2.15,3.21,3.88,1.83,2.07,-0.25,-0.25,2.7,1.5,2.5
E3,07/08/2021,15:00,Tranmere,Walsall,1,0,H,2.08,3.4,3.86,2.01,3.4,4.11,2.01,1.88,-0.5,-0.5,2.32,1.65,2.5
E3,14/08/2021,15:00,Barrow,Hartlepool,3,2,H,2.49,3.29,3.01,2.23,3.36,3.49,1.91,1.98,0,-0.25,2.51,1.56,2.5
E3,14/08/2021,15:00,Bradford,Oldham,2,1,H,1.79,3.48,5.1,1.84,3.73,4.48,2.08,1.81,-0.75,-0.75,1.79,2.08,2.5
E3,14/08/2021,15:00,Bristol Rvs,Stevenage,0,2,A,2.3,3.47,3.16,2.38,3.28,3.24,2.03,1.86,-0.25,-0.25,2.47,1.58,2.5
E3,14/08/2021,15:00,Colchester,Northampton,0,1,A,2.64,3.34,2.78,2.54,3.08,3.18,1.74,2.18,0,0,2.64,1.52,2.5
E3,14/08/2021,15:00,Leyton Orient,Exeter,3,0,H,2.32,3.46,3.14,2.43,3.3,3.13,2.08,1.83,-0.25,-0.25,2.2,1.71,2.5
E3,14/08/2021,15:00,Mansfield,Newport County,2,1,H,1.98,3.29,4.32,1.85,3.45,4.87,1.85,2.04,-0.5,-0.5,2.35,1.63,2.5
E3,14/08/2021,15:00,Port Vale,Tranmere,0,0,D,2.46,3.31,3.03,2.55,3.2,3.04,2.16,1.75,-0.25,-0.25,2.46,1.58,2.5
E3,14/08/2021,15:00,Rochdale,Scunthorpe,0,0,D,1.94,3.54,4.11,1.65,3.86,5.85,1.86,2.03,-0.5,-0.75,2.22,1.7,2.5
E3,14/08/2021,15:00,Salford,Sutton,0,0,D,1.86,3.7,4.29,1.97,3.39,4.31,1.97,1.92,-0.5,-0.5,2.39,1.61,2.5
E3,14/08/2021,15:00,Swindon,Carlisle,1,2,A,2.85,3.31,2.59,2.69,3.17,2.89,1.87,2.02,0,0,2.22,1.7,2.5
E3,14/08/2021,15:00,Walsall,Forest Green,1,3,A,2.83,3.21,2.68,2.8,3.19,2.76,1.95,1.93,0,0,2.32,1.65,2.5
E3,17/08/2021,19:45,Barrow,Exeter,0,0,D,2.41,3.16,3.32,2.38,3.25,3.29,2.02,1.87,-0.25,-0.25,2.29,1.67,2.5
E3,17/08/2021,19:45,Bradford,Stevenage,4,1,H,2.3,3.1,3.62,2.36,3,3.63,1.98,1.91,-0.25,-0.25,2.46,1.58,2.5
E3,17/08/2021,19:45,Bristol Rvs,Oldham,1,0,H,1.93,3.69,4.08,1.96,3.62,4.01,1.96,1.93,-0.5,-0.5,1.87,2,2.5
E3,17/08/2021,19:45,Colchester,Mansfield,1,1,D,3.29,3.1,2.46,3.1,3.27,2.47,1.8,2.11,0.25,0.25,2.46,1.58,2.5
E3,17/08/2021,19:45,Crawley Town,Salford,2,1,H,3.89,3.58,2.01,3.75,3.47,2.09,1.82,2.09,0.5,0.5,2.22,1.7,2.5
E3,17/08/2021,19:45,Port Vale,Carlisle,0,0,D,2.47,3.29,3.08,2.41,3.32,3.16,2.06,1.84,-0.25,-0.25,2.26,1.68,2.5
E3,17/08/2021,19:45,Rochdale,Forest Green,1,2,A,3.21,3.35,2.36,3.09,3.38,2.42,1.83,2.07,0.25,0.25,2.04,1.84,2.5
E3,17/08/2021,19:45,Swindon,Tranmere,0,0,D,2.64,3.41,2.77,2.59,3.29,2.91,1.83,2.06,0,0,2.21,1.71,2.5
E3,17/08/2021,19:45,Walsall,Scunthorpe,1,1,D,1.88,3.62,4.42,2.03,3.3,4.2,2.03,1.87,-0.5,-0.5,2.59,1.53,2.5
E3,21/08/2021,15:00,Carlisle,Leyton Orient,1,1,D,2.23,3.27,3.5,2.25,3.26,3.54,1.92,1.97,-0.25,-0.25,2.27,1.67,2.5
E3,21/08/2021,15:00,Exeter,Bristol Rvs,4,1,H,2.35,3.2,3.33,2.55,3.08,3.16,1.75,2.17,-0.25,0,2.32,1.65,2.5
