Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,PSCH,PSCD,PSCA,PCAHH,PCAHA,AHh,AHCh,Over,Under,Total
D1,16/08/2019,19:30,Bayern Munich,Hertha,2,2,D,1.19,7.73,15.3,1.18,8.49,17.38,1.99,1.93,-2,-2.25,1.32,3.62,2.5
D1,17/08/2019,14:30,Dortmund,Augsburg,5,1,H,1.23,6.76,13.52,1.16,8.37,20.11,1.92,2,-2,-2.25,1.33,3.5,2.5
D1,17/08/2019,14:30,Freiburg,Mainz,3,0,H,2.23,3.45,3.44,2.74,3.3,2.77,1.94,1.97,-0.25,0,1.98,1.92,2.5
D1,17/08/2019,14:30,Leverkusen,Paderborn,3,2,H,1.29,6.07,10.57,1.27,6.69,10.45,2.05,1.86,-1.75,-2,1.3,3.73,2.5
D1,17/08/2019,14:30,Werder Bremen,Fortuna Dusseldorf,1,3,A,1.75,4.05,4.68,1.7,4.15,4.9,1.92,2,-0.75,-0.75,1.68,2.3,2.5
D1,17/08/2019,14:30,Wolfsburg,FC Koln,2,1,H,1.91,3.96,3.98,2.17,3.52,3.51,2.17,1.77,-0.5,-0.5,1.73,2.21,2.5
D1,17/08/2019,17:30,M'gladbach,Schalke 04,0,0,D,2.09,3.51,3.76,2.31,3.41,3.37,1.98,1.94,-0.5,-0.25,1.9,2,2.5
D1,18/08/2019,14:30,Ein Frankfurt,Hoffenheim,1,0,H,2.33,3.72,3.01,2.13,3.81,3.36,1.86,2.06,-0.25,-0.25,1.53,2.64,2.5
D1,18/08/2019,17:00,Union Berlin,RB Leipzig,0,4,A,4.77,4.21,1.71,4.54,4.02,1.78,1.91,2.01,0.75,0.75,1.66,2.32,2.5
D1,23/08/2019,19:30,FC Koln,Dortmund,1,3,A,6.44,4.79,1.5,6.21,4.57,1.55,2.03,1.88,1.25,1,1.45,2.9,2.5
D1,24/08/2019,14:30,Augsburg,Union Berlin,1,1,D,2.31,3.34,3.37,2.5,3.35,3.02,2.14,1.79,-0.25,-0.25,1.86,2.04,2.5
D1,24/08/2019,14:30,Fortuna Dusseldorf,Leverkusen,1,3,A,4.45,4.32,1.74,4.8,4.59,1.65,1.86,2.06,0.75,1,1.47,2.84,2.5
D1,24/08/2019,14:30,Hoffenheim,Werder Bremen,3,2,H,1.9,4.09,3.88,2.15,3.65,3.43,1.87,2.04,-0.5,-0.25,1.57,2.51,2.5
D1,24/08/2019,14:30,Mainz,M'gladbach,1,3,A,2.85,3.48,2.56,2.67,3.56,2.67,1.96,1.96,0,0,1.76,2.15,2.5
D1,24/08/2019,14:30,Paderborn,Freiburg,1,3,A,2.38,3.7,2.95,2.37,3.82,2.88,2.08,1.84,-0.25,-0.25,1.52,2.67,2.5
D1,24/08/2019,17:30,Schalke 04,Bayern Munich,0,3,A,8.69,5.05,1.39,10.41,5.56,1.33,2.06,1.85,1.25,1.5,1.49,2.76,2.5
D1,25/08/2019,14:30,RB Leipzig,Ein Frankfurt,2,1,H,1.51,4.75,6.28,1.43,5.13,7.1,1.92,2,-1,-1.25,1.44,2.95,2.5
D1,25/08/2019,17:00,Hertha,Wolfsburg,0,3,A,2.49,3.49,2.93,2.57,3.47,2.88,1.85,2.07,-0.25,0,1.77,2.15,2.5
D1,30/08/2019,19:30,M'gladbach,RB Leipzig,1,3,A,3.31,3.81,2.15,3.1,3.72,2.28,1.93,2,0.25,0.25,1.57,2.53,2.5
D1,31/08/2019,14:30,Bayern Munich,Mainz,6,1,H,1.1,11.84,28.11,1.11,11.6,25.42,2.03,1.88,-2.75,-2.75,1.22,4.61,2.5
D1,31/08/2019,14:30,Freiburg,FC Koln,1,2,A,2.46,3.48,2.97,2.68,3.54,2.68,1.96,1.96,-0.25,0,1.71,2.23,2.5
D1,31/08/2019,14:30,Leverkusen,Hoffenheim,0,0,D,1.56,5.08,5.12,1.5,4.96,6.07,2.01,1.91,-1,-1.25,1.42,3.03,2.5
D1,31/08/2019,14:30,Schalke 04,Hertha,3,0,H,2.16,3.46,3.59,2.13,3.57,3.57,1.84,2.08,-0.25,-0.25,1.84,2.06,2.5
D1,31/08/2019,14:30,Wolfsburg,Paderborn,1,1,D,1.47,4.85,6.77,1.48,4.8,6.73,2,1.92,-1.25,-1.25,1.44,2.95,2.5
D1,31/08/2019,17:30,Union Berlin,Dortmund,3,1,H,8.57,5.56,1.35,8.01,5.4,1.4,1.81,2.11,1.5,1.5,1.45,2.89,2.5
D1,01/09/2019,14:30,Werder Bremen,Augsburg,3,2,H,1.72,4.02,4.98,1.57,4.49,5.72,1.91,2.01,-0.75,-1,1.47,2.84,2.5
D1,01/09/2019,17:00,Ein Frankfurt,Fortuna Dusseldorf,2,1,H,1.69,4.18,4.97,1.62,4.29,5.5,2.02,1.9,-0.75,-1,1.51,2.69,2.5
D1,13/09/2019,19:30,Fortuna Dusseldorf,Wolfsburg,1,1,D,3.08,3.69,2.3,3.18,3.78,2.22,1.97,1.94,0.25,0.25,1.7,2.25,2.5
D1,14/09/2019,14:30,Augsburg,Ein Frankfurt,2,1,H,3.6,3.8,2.05,3.91,4.02,1.91,2.01,1.91,0.25,0.5,1.52,2.68,2.5
D1,14/09/2019,14:30,Dortmund,Leverkusen,4,0,H,1.87,3.99,4.1,1.84,4.11,4.11,2.07,1.85,-0.5,-0.75,1.45,2.92,2.5
D1,14/09/2019,14:30,FC Koln,M'gladbach,0,1,A,2.61,3.6,2.72,2.22,3.77,3.19,1.94,1.98,0,-0.25,1.59,2.48,2.5
D1,14/09/2019,14:30,Mainz,Hertha,2,1,H,2.36,3.55,3.09,2.41,3.55,3,2.09,1.83,-0.25,-0.25,1.72,2.22,2.5
D1,14/09/2019,14:30,Union Berlin,Werder Bremen,1,2,A,2.8,3.55,2.56,2.38,3.85,2.86,2.09,1.83,0,-0.25,1.55,2.58,2.5
D1,14/09/2019,17:30,RB Leipzig,Bayern Munich,1,1,D,3.78,4.27,1.88,4.64,4.5,1.68,2.06,1.86,0.5,0.75,1.44,2.95,2.5
