Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,PSCH,PSCD,PSCA,PCAHH,PCAHA,AHh,AHCh,Over,Under,Total
E0,12/09/2020,12:30,Fulham,Arsenal,0,3,A,6.16,4.51,1.56,5.48,3.98,1.69,2.02,1.91,1,0.75,2.06,1.86,2.5
E0,12/09/2020,15:00,Crystal Palace,Southampton,1,0,H,3.32,3.29,2.4,3.09,3.27,2.54,1.79,2.17,0.25,0.25,2.26,1.72,2.5
E0,12/09/2020,17:30,Liverpool,Leeds,4,3,H,1.31,6.25,9.92,1.28,6.34,11.38,1.85,2.08,-1.5,-1.5,1.51,2.76,2.5
E0,12/09/2020,20:00,West Ham,Newcastle,0,2,A,2.18,3.61,3.5,2.04,3.59,3.92,2.04,1.88,-0.5,-0.5,2,1.92,2.5
E0,13/09/2020,14:00,West Brom,Leicester,0,3,A,4,3.59,2,3.38,3.38,2.32,1.93,1.99,0.5,0.25,2.23,1.74,2.5
E0,13/09/2020,16:30,Tottenham,Everton,0,1,A,1.94,3.57,4.3,2.09,3.5,3.88,2.09,1.85,-0.5,-0.5,2.08,1.85,2.5
E0,14/09/2020,20:15,Brighton,Chelsea,1,3,A,5.36,4.34,1.65,6.07,4.46,1.57,1.94,1.98,0.75,1,1.71,2.27,2.5
E0,14/09/2020,18:00,Sheffield United,Wolves,0,2,A,3.41,3.03,2.46,3.28,2.9,2.68,1.74,2.23,0.25,0.25,3.15,1.41,2.5
E0,19/09/2020,12:30,Everton,West Brom,5,2,H,1.55,4.33,6.46,1.61,4.12,6.41,2.14,1.82,-1,-1,2.03,1.89,2.5
E0,19/09/2020,15:00,Leeds,Fulham,4,3,H,1.65,4.05,5.61,1.75,3.91,5.12,1.99,1.94,-0.75,-0.75,2.03,1.89,2.5
E0,19/09/2020,17:30,Man United,Crystal Palace,1,3,A,1.3,5.88,9.8,1.38,5.18,9.33,1.9,2.04,-1.5,-1.25,1.71,2.27,2.5
E0,19/09/2020,20:00,Arsenal,West Ham,2,1,H,1.54,4.58,6.09,1.53,4.53,6.81,1.87,2.07,-1,-1,1.66,2.36,2.5
E0,20/09/2020,12:00,Southampton,Tottenham,2,5,A,3.12,3.39,2.41,3.45,3.46,2.27,1.98,1.95,0.25,0.25,2.02,1.91,2.5
E0,20/09/2020,14:00,Newcastle,Brighton,0,3,A,2.66,3.22,2.91,2.7,3.21,2.96,1.88,2.06,0,0,2.27,1.71,2.5
E0,20/09/2020,16:30,Chelsea,Liverpool,0,2,A,3.2,3.85,2.19,3.32,3.89,2.17,2.04,1.89,0.25,0.25,1.67,2.36,2.5
E0,20/09/2020,19:00,Leicester,Burnley,4,2,H,1.63,4.13,5.79,1.55,4.36,6.74,1.96,1.97,-0.75,-1,1.92,2.01,2.5
E0,21/09/2020,18:00,Aston Villa,Sheffield United,1,0,H,2.77,3.22,2.78,2.46,3.19,3.35,2.08,1.86,0,-0.25,2.33,1.68,2.5
E0,21/09/2020,20:15,Wolves,Man City,1,3,A,6.27,4.35,1.56,6.7,4.55,1.53,1.76,2.2,1,1.25,1.83,2.1,2.5
E0,26/09/2020,12:30,Brighton,Man United,2,3,A,5.1,3.82,1.78,5.58,4.36,1.63,1.87,2.07,0.75,1,1.7,2.29,2.5
E0,26/09/2020,15:00,Crystal Palace,Everton,1,2,A,3.72,3.44,2.17,3.58,3.34,2.27,2,1.93,0.25,0.25,2.05,1.88,2.5
E0,26/09/2020,17:30,West Brom,Chelsea,3,3,D,8.55,5.33,1.39,6.96,5.03,1.47,1.9,2.03,1.25,1.25,1.56,2.59,2.5
E0,26/09/2020,20:00,Burnley,Southampton,0,1,A,3.41,3.31,2.36,3.37,3.47,2.3,1.95,1.98,0.25,0.25,1.97,1.95,2.5
E0,27/09/2020,12:00,Sheffield United,Leeds,0,1,A,2.83,3.5,2.63,3.09,3.44,2.47,1.83,2.12,0,0.25,2.11,1.81,2.5
E0,27/09/2020,14:00,Tottenham,Newcastle,1,1,D,1.49,4.67,7.38,1.42,5.05,8.16,1.95,1.97,-1.25,-1.25,1.71,2.26,2.5
E0,27/09/2020,16:30,Man City,Leicester,2,5,A,1.31,6.19,10.09,1.32,5.9,9.96,1.93,2,-1.75,-1.5,1.48,2.8,2.5
E0,27/09/2020,19:00,West Ham,Wolves,4,0,H,3.87,3.5,2.1,3.43,3.35,2.33,1.94,1.99,0.5,0.25,2.27,1.71,2.5
E0,28/09/2020,17:45,Fulham,Aston Villa,0,3,A,2.98,3.32,2.54,3.04,3.49,2.48,1.83,2.13,0,0.25,2.01,1.91,2.5
E0,28/09/2020,20:00,Liverpool,Arsenal,3,1,H,1.5,4.76,6.53,1.5,5.25,5.95,2.06,1.87,-1,-1.25,1.42,3.07,2.5
E0,03/10/2020,12:30,Chelsea,Crystal Palace,4,0,H,1.43,4.86,7.79,1.56,4.31,6.67,1.95,1.97,-1.25,-1,1.81,2.11,2.5
E0,03/10/2020,15:00,Everton,Brighton,4,2,H,1.78,3.82,4.82,1.81,3.86,4.78,2.07,1.88,-0.75,-0.75,1.74,2.23,2.5
E0,03/10/2020,17:30,Leeds,Man City,1,1,D,7.98,5.31,1.37,8.85,7.49,1.28,1.99,1.93,1.5,1.75,1.33,3.57,2.5
E0,03/10/2020,20:00,Newcastle,Burnley,3,1,H,2.51,3.2,3.12,2.45,3.38,3.17,2.1,1.85,-0.25,-0.25,2.11,1.81,2.5
E0,04/10/2020,12:00,Leicester,West Ham,0,3,A,1.7,4.16,4.94,1.87,3.88,4.38,2.12,1.82,-0.75,-0.75,1.63,2.43,2.5
E0,04/10/2020,12:00,Southampton,West Brom,2,0,H,1.78,3.91,4.71,1.88,3.88,4.34,1.88,2.06,-0.75,-0.5,1.8,2.13,2.5
E0,04/10/2020,14:00,Arsenal,Sheffield United,2,1,H,1.56,4.17,6.73,1.5,4.46,7.41,1.85,2.09,-1,-1,1.78,2.14,2.5
