Div,DateTime,HomeTeam,AwayTeam
F2,16.04.2022 13:00,Pau,Auxerre
F2,16.04.2022 13:00,Toulouse,Quevilly Rouen
F2,16.04.2022 17:00,Caen,Amiens SC
F2,16.04.2022 17:00,Dijon,Ajaccio
F2,16.04.2022 17:00,Dunkerque,Grenoble Foot 38
F2,16.04.2022 17:00,Nancy,Niort
F2,16.04.2022 17:00,Nimes,Sochaux
F2,16.04.2022 17:00,Rodez,Paris
F2,16.04.2022 17:00,Valenciennes,Le Havre
F2,16.04.2022 17:00,Bastia,Guingamp
F2,19.04.2022 18:00,Quevilly Rouen,Nimes
F2,19.04.2022 18:00,Sochaux,Toulouse
F2,19.04.2022 18:00,Rodez,Nancy
F2,19.04.2022 18:00,Paris,Caen
F2,19.04.2022 18:00,Niort,Bastia
F2,19.04.2022 18:00,Grenoble Foot 38,Valenciennes
F2,19.04.2022 18:00,Ajaccio,Dunkerque
F2,19.04.2022 18:00,Auxerre,Dijon
F2,19.04.2022 18:00,Amiens SC,Le Havre
F2,19.04.2022 18:00,Guingamp,Pau
F2,22.04.2022 19:00,Nancy,Quevilly Rouen
F2,22.04.2022 19:00,Valenciennes,Ajaccio
F2,22.04.2022 19:00,Pau,Sochaux
F2,22.04.2022 19:00,Nimes,Rodez
F2,22.04.2022 19:00,Le Havre,Grenoble Foot 38
F2,22.04.2022 19:00,Dunkerque,Amiens SC
F2,22.04.2022 19:00,Dijon,Guingamp
F2,22.04.2022 19:00,Bastia,Paris
F2,23.04.2022 13:00,Caen,Auxerre
F2,25.04.2022 18:45,Toulouse,Niort
F2,30.04.2022 13:00,Auxerre,Dunkerque
F2,30.04.2022 17:00,Ajaccio,Le Havre
F2,30.04.2022 17:00,Sochaux,Bastia
F2,30.04.2022 17:00,Quevilly Rouen,Pau
F2,30.04.2022 17:00,Paris,Valenciennes
F2,30.04.2022 17:00,Nancy,Nimes
F2,30.04.2022 17:00,Guingamp,Caen
F2,30.04.2022 17:00,Grenoble Foot 38,Amiens SC
F2,30.04.2022 17:00,Niort,Dijon
F2,02.05.2022 18:45,Rodez,Toulouse
F2,07.05.2022 17:00,Pau,Niort
F2,07.05.2022 17:00,Valenciennes,Sochaux
F2,07.05.2022 17:00,Toulouse,Nimes
F2,07.05.2022 17:00,Le Havre,Auxerre
F2,07.05.2022 17:00,Grenoble Foot 38,Ajaccio
F2,07.05.2022 17:00,Dunkerque,Guingamp
F2,07.05.2022 17:00,Dijon,Nancy
F2,07.05.2022 17:00,Caen,Quevilly Rouen
F2,07.05.2022 17:00,Bastia,Rodez
F2,07.05.2022 17:00,Amiens SC,Paris
F2,14.05.2022 17:00,Ajaccio,Toulouse
F2,14.05.2022 17:00,Auxerre,Amiens SC
F2,14.05.2022 17:00,Guingamp,Le Havre
F2,14.05.2022 17:00,Nancy,Pau
F2,14.05.2022 17:00,Nimes,Bastia
F2,14.05.2022 17:00,Niort,Valenciennes
F2,14.05.2022 17:00,Paris,Grenoble Foot 38
F2,14.05.2022 17:00,Quevilly Rouen,Dunkerque
F2,14.05.2022 17:00,Rodez,Caen
F2,14.05.2022 17:00,Sochaux,Dijon
