Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,PSCH,PSCD,PSCA,PCAHH,PCAHA,AHh,AHCh,Over,Under,Total
EC,03/10/2020,15:00,Altrincham,Weymouth,0,0,D,1.89,3.87,4,1.93,3.73,4.01,1.93,1.95,-0.5,-0.5,1.94,1.93,2.5
EC,03/10/2020,15:00,Barnet,Eastleigh,1,5,A,2.22,3.56,3.32,2.53,3.52,2.83,1.84,2.06,-0.25,0,1.99,1.88,2.5
EC,03/10/2020,15:00,Dover Athletic,Notts County,1,0,H,4.38,4,1.79,4.57,3.97,1.77,1.88,2.01,0.75,0.75,1.96,1.91,2.5
EC,03/10/2020,15:00,Halifax,Dag and Red,2,0,H,2.66,3.56,2.65,3,3.27,2.54,2.1,1.78,0,0,2.19,1.69,2.5
EC,03/10/2020,15:00,Hartlepool,Aldershot,2,1,H,1.87,3.64,4.43,1.83,3.82,4.39,2.1,1.79,-0.5,-0.75,1.97,1.9,2.5
EC,03/10/2020,15:00,Sutton,Maidenhead,3,0,H,1.88,3.75,4.19,1.92,3.63,4.22,1.92,1.97,-0.5,-0.5,2.08,1.79,2.5
EC,03/10/2020,15:00,Torquay,Stockport,1,0,H,2.65,3.58,2.66,2.99,3.61,2.37,2.19,1.73,0,0,1.81,2.06,2.5
EC,03/10/2020,15:00,Woking,Solihull,2,1,H,2.76,3.29,2.72,3.41,3.42,2.23,1.97,1.92,0,0.25,2.16,1.74,2.5
EC,03/10/2020,15:00,Wrexham,Boreham Wood,2,1,H,2.11,3.68,3.47,2.28,3.52,3.21,1.97,1.92,-0.25,-0.25,2.12,1.76,2.5
EC,06/10/2020,19:45,Aldershot,Sutton,1,2,A,2.78,3.31,2.7,3.16,3.3,2.42,1.83,2.07,0,0.25,2.03,1.85,2.5
EC,06/10/2020,19:45,Bromley,Dover Athletic,4,1,H,2,3.61,3.88,1.92,3.81,3.98,1.92,1.97,-0.5,-0.5,1.79,2.09,2.5
EC,06/10/2020,19:45,Chesterfield,Hartlepool,1,2,A,2.95,3.68,2.37,3.06,3.61,2.33,1.87,2.02,0.25,0.25,1.78,2.1,2.5
EC,06/10/2020,19:45,Dag and Red,Barnet,1,2,A,1.83,3.83,4.39,1.83,3.83,4.36,1.83,2.07,-0.5,-0.5,1.93,1.93,2.5
