Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,PSCH,PSCD,PSCA,PCAHH,PCAHA,AHh,AHCh,Over,Under,Total
N1,12/09/2020,17:45,Heerenveen,Willem II,2,0,H,2.64,3.57,2.68,2.1,3.7,3.53,1.83,2.09,0,-0.25,1.68,2.29,2.5
N1,12/09/2020,19:00,Zwolle,Feyenoord,0,2,A,4.29,4.23,1.76,5.29,4.62,1.6,1.91,2,0.75,1,1.56,2.55,2.5
N1,12/09/2020,20:00,Twente,For Sittard,2,0,H,1.91,3.74,4.1,1.89,3.97,4.01,1.89,2.02,-0.5,-0.5,1.71,2.22,2.5
N1,13/09/2020,11:15,FC Emmen,VVV Venlo,3,5,A,1.91,3.7,4.14,1.96,3.74,3.96,1.96,1.94,-0.5,-0.5,1.8,2.09,2.5
N1,13/09/2020,13:30,Heracles,Den Haag,2,0,H,1.73,4.01,4.77,1.65,4.1,5.56,1.81,2.1,-0.75,-0.75,1.66,2.31,2.5
N1,13/09/2020,13:30,Sparta Rotterdam,Ajax,0,1,A,9.63,6.61,1.28,8.24,5.57,1.37,1.87,2.05,1.75,1.5,1.29,3.81,2.5
N1,13/09/2020,15:45,Groningen,PSV Eindhoven,1,3,A,3.57,3.39,2.18,3.35,3.47,2.27,1.95,1.95,0.25,0.25,1.96,1.93,2.5
N1,13/09/2020,15:45,Waalwijk,Vitesse,0,1,A,4.78,4.19,1.68,4.23,4.2,1.8,1.9,2.01,1,0.75,1.53,2.64,2.5
N1,18/09/2020,19:00,VVV Venlo,Utrecht,1,1,D,4.39,3.92,1.83,4.3,3.94,1.84,2.08,1.84,0.75,0.5,1.66,2.32,2.5
N1,19/09/2020,15:30,AZ Alkmaar,Zwolle,1,1,D,1.36,5.3,8.56,1.29,6.15,10.33,1.83,2.08,-1.5,-1.5,1.49,2.74,2.5
N1,19/09/2020,17:45,Vitesse,Sparta Rotterdam,2,0,H,1.71,4.11,4.67,1.79,3.98,4.54,2.02,1.89,-0.75,-0.75,1.64,2.36,2.5
N1,19/09/2020,19:00,PSV Eindhoven,FC Emmen,2,1,H,1.17,7.67,16.83,1.23,7.27,12.05,2.07,1.85,-2,-2,1.38,3.21,2.5
N1,19/09/2020,20:00,For Sittard,Heerenveen,1,3,A,3.37,3.78,2.09,3.32,3.74,2.17,2.02,1.89,0.25,0.25,1.64,2.35,2.5
N1,20/09/2020,11:15,Den Haag,Groningen,0,1,A,3.56,3.5,2.11,3.2,3.54,2.31,1.91,2,0.25,0.25,2.22,1.71,2.5
N1,20/09/2020,13:30,Feyenoord,Twente,1,1,D,1.43,4.93,7.17,1.38,5.4,8.24,2.08,1.84,-1.25,-1.5,1.5,2.69,2.5
N1,20/09/2020,13:30,Willem II,Heracles,4,0,H,2.2,3.53,3.3,2.02,3.82,3.68,1.76,2.18,-0.25,-0.25,1.87,2.02,2.5
N1,20/09/2020,15:45,Ajax,Waalwijk,3,0,H,1.06,14.98,42.06,1.06,15.8,38.41,1.95,1.89,-3,-3.25,1.12,6.49,2.5
N1,25/09/2020,19:00,Twente,Groningen,3,1,H,2.28,3.53,3.28,2.28,3.48,3.32,1.96,1.94,-0.25,-0.25,2.19,1.73,2.5
N1,26/09/2020,15:30,Zwolle,Sparta Rotterdam,4,0,H,2.16,3.84,3.28,2.39,3.62,3,2.07,1.85,-0.25,-0.25,1.75,2.16,2.5
N1,26/09/2020,17:45,For Sittard,AZ Alkmaar,3,3,D,6.08,4.7,1.53,5.77,4.52,1.57,1.98,1.93,1,1,1.6,2.46,2.5
N1,26/09/2020,19:00,Heerenveen,VVV Venlo,1,0,H,1.63,4.43,5.27,1.58,4.53,5.64,1.94,1.96,-1,-1,1.52,2.64,2.5
N1,26/09/2020,20:00,Ajax,Vitesse,2,1,H,1.3,6.31,9.79,1.36,5.59,8.5,1.98,1.93,-1.75,-1.5,1.33,3.52,2.5
N1,27/09/2020,11:15,Feyenoord,Den Haag,4,2,H,1.25,6.63,11.32,1.18,8.23,14.16,1.85,2.04,-2,-2.25,1.29,3.72,2.5
N1,27/09/2020,13:30,Utrecht,Waalwijk,3,1,H,1.3,6.17,9.99,1.28,6.46,10.47,1.87,2.04,-1.75,-1.75,1.36,3.29,2.5
N1,27/09/2020,15:45,FC Emmen,Willem II,1,1,D,2.74,3.56,2.62,2.64,3.74,2.62,1.96,1.94,0,0,1.67,2.31,2.5
N1,27/09/2020,15:45,Heracles,PSV Eindhoven,1,1,D,4.48,4.18,1.76,5.48,4.67,1.57,1.95,1.95,0.75,1,1.6,2.46,2.5
N1,02/10/2020,19:00,Utrecht,Heerenveen,1,1,D,1.69,4.59,4.48,1.58,4.73,5.28,1.93,1.97,-0.75,-1,1.44,2.88,2.5
N1,03/10/2020,15:30,Vitesse,Heracles,3,0,H,1.69,4.15,5.02,1.61,4.36,5.58,2.09,1.83,-0.75,-1,1.68,2.27,2.5
N1,03/10/2020,19:00,VVV Venlo,Den Haag,1,2,A,1.95,3.77,3.98,2.24,3.63,3.27,1.94,1.96,-0.5,-0.25,1.74,2.17,2.5
N1,03/10/2020,20:00,Twente,FC Emmen,1,1,D,1.84,3.95,4.28,1.95,3.82,3.92,1.95,1.95,-0.5,-0.5,1.64,2.37,2.5
