Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,PSCH,PSCD,PSCA,PCAHH,PCAHA,AHh,AHCh,Over,Under,Total
G1,11/09/2021,16:15,Panetolikos,Asteras Tripolis,0,0,D,2.91,3.12,2.6,3.33,2.93,2.49,1.79,2.08,0,0.25,2.58,1.52,2.5
G1,11/09/2021,18:30,Panathinaikos,Apollon,4,0,H,1.4,4.5,8.26,1.54,3.82,7.25,2.01,1.85,-1.25,-1,2.33,1.62,2.5
G1,12/09/2021,16:15,Volos NFC,Lamia,2,1,H,1.97,3.28,4.17,2.28,2.9,3.84,1.9,1.95,-0.5,-0.25,2.68,1.48,2.5
G1,12/09/2021,17:00,PAOK,Giannina,0,1,A,1.17,6.55,19.54,1.19,6.37,18.56,1.95,1.88,-1.75,-1.75,1.88,1.93,2.5
G1,12/09/2021,18:30,AEK,Ionikos,3,0,H,1.16,6.47,23.15,1.13,7.74,32.92,1.95,1.88,-1.75,-2,1.72,2.12,2.5
G1,12/09/2021,18:30,Olympiakos,Atromitos,0,0,D,1.14,7.55,21.98,1.17,6.74,19.11,1.83,2.01,-2,-1.75,1.76,2.07,2.5
G1,13/09/2021,17:30,Aris,OFI Crete,0,0,D,1.37,4.5,7.63,1.44,4.35,7.76,1.81,2.06,-1,-1,2.19,1.69,2.5
G1,17/09/2021,17:00,Ionikos,Aris,1,0,H,5.1,3.45,1.78,4.83,3.4,1.83,2.03,1.83,0.75,0.5,2.38,1.6,2.5
G1,18/09/2021,18:30,Giannina,Panathinaikos,1,0,H,3.32,3.37,2.18,3.08,2.99,2.6,1.71,2.18,0.25,0.25,2.48,1.55,2.5
G1,19/09/2021,14:00,Apollon,Volos NFC,1,3,A,2.19,3.33,3.34,2.46,2.92,3.38,2.06,1.81,-0.25,-0.25,2.45,1.56,2.5
G1,19/09/2021,16:15,Atromitos,Panetolikos,1,2,A,1.74,3.73,4.64,1.76,3.42,5.28,2.04,1.83,-0.75,-0.75,2.24,1.66,2.5
G1,19/09/2021,16:15,OFI Crete,AEK,3,3,D,4.81,3.82,1.69,4.93,3.61,1.76,1.88,1.97,0.75,0.75,1.99,1.85,2.5
G1,19/09/2021,18:30,Asteras Tripolis,PAOK,0,1,A,3.24,3.43,2.2,3.75,3.32,2.09,2.08,1.79,0.25,0.25,2.11,1.74,2.5
G1,19/09/2021,18:30,Lamia,Olympiakos,1,2,A,12.35,5.55,1.24,7.37,4.35,1.46,1.79,2.08,1.75,1.25,1.88,1.95,2.5
G1,22/09/2021,16:15,OFI Crete,Asteras Tripolis,0,0,D,2.54,3.24,2.83,2.58,3.06,3.04,1.78,2.1,0,0,2.33,1.62,2.5
G1,22/09/2021,16:15,Olympiakos,Apollon,4,1,H,1.13,8.31,17.46,1.17,7.33,16.8,1.84,2,-2.25,-1.75,1.58,2.38,2.5
G1,22/09/2021,16:15,Panetolikos,PAOK,1,2,A,7.97,4.11,1.44,6.82,3.57,1.61,2.08,1.79,1,0.75,2.23,1.67,2.5
G1,22/09/2021,18:30,AEK,Lamia,1,0,H,1.21,6.27,13.49,1.28,5.37,12,2.05,1.81,-1.5,-1.5,1.98,1.85,2.5
G1,22/09/2021,18:30,Aris,Panathinaikos,1,0,H,2.1,3.47,3.42,1.96,3.12,4.64,1.96,1.89,-0.25,-0.5,2.69,1.48,2.5
G1,23/09/2021,16:15,Ionikos,Giannina,0,0,D,2.59,3.07,2.91,2.48,2.84,3.46,2.07,1.8,0,-0.25,2.74,1.47,2.5
G1,23/09/2021,18:30,Volos NFC,Atromitos,3,0,H,2.61,3.33,2.7,2.04,3.41,3.82,1.75,2.12,0,-0.25,2.22,1.67,2.5
G1,26/09/2021,14:00,Asteras Tripolis,Olympiakos,0,2,A,5.43,3.86,1.62,5.27,3.58,1.73,1.88,1.97,0.75,0.75,2.4,1.58,2.5
G1,26/09/2021,14:00,Panathinaikos,Volos NFC,5,1,H,1.55,4.13,5.69,1.68,3.86,5.11,1.9,1.95,-1,-0.75,2.1,1.75,2.5
G1,26/09/2021,16:15,Lamia,Panetolikos,2,2,D,2.5,2.89,3.25,2.23,2.97,3.84,1.88,1.98,-0.25,-0.25,2.78,1.44,2.5
G1,26/09/2021,18:30,PAOK,AEK,2,0,H,2.28,3.29,3.19,2.18,3.28,3.56,1.86,1.99,-0.25,-0.25,2.2,1.69,2.5
G1,27/09/2021,15:15,Giannina,OFI Crete,1,1,D,2.51,3.05,3.04,2.28,3.08,3.56,1.93,1.93,-0.25,-0.25,2.78,1.45,2.5
G1,27/09/2021,17:30,Apollon,Ionikos,0,0,D,2.41,3.1,3.16,2.45,2.98,3.34,2.06,1.81,-0.25,-0.25,2.59,1.51,2.5
G1,27/09/2021,17:30,Atromitos,Aris,1,3,A,3.13,3.26,2.33,3.83,2.81,2.34,1.91,1.94,0.25,0.25,3.03,1.38,2.5
G1,02/10/2021,14:00,Volos NFC,Asteras Tripolis,2,1,H,2.72,2.84,2.98,2.73,2.92,2.99,1.84,2.02,0,0,2.53,1.53,2.5
G1,02/10/2021,18:30,Aris,Apollon,0,0,D,1.33,5,8.83,1.5,3.92,7.94,1.9,1.95,-1.25,-1,2.09,1.76,2.5
