Div,DateTime,HomeTeam,AwayTeam
G1,16.04.2022 13:00,Apollon Smirnis,Volos NFC
G1,16.04.2022 16:30,Panaitolikos,Asteras Tripolis
G1,17.04.2022 12:30,Atromitos,OFI
G1,17.04.2022 14:15,Lamia,Ionikos
