Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,PSH,PSD,PSA,PSCH,PSCD,PSCA,PCAHH,PCAHA,AHh,AHCh,Over,Under,Total
G1,11/09/2020,16:15,Aris,Lamia,3,1,H,1.5,3.84,7.46,1.65,3.32,6.59,1.88,1.96,-1,-0.75,2.6,1.49,2.5
G1,11/09/2020,18:30,PAOK,Larisa,1,0,H,1.21,5.82,14.78,1.24,5.45,13.07,1.93,1.92,-1.75,-1.5,1.83,2,2.5
G1,12/09/2020,16:00,OFI Crete,Panetolikos,1,1,D,,,,1.83,3.47,4.46,1.83,2.01,-0.75,-0.5,2.27,1.64,2.5
G1,13/09/2020,16:30,Atromitos,Volos NFC,0,2,A,,,,1.68,3.69,5.53,1.9,1.95,-0.75,-0.75,2.23,1.67,2.5
G1,13/09/2020,18:30,Asteras Tripolis,Panathinaikos,1,0,H,,,,3.96,3.03,2.16,2.04,1.82,0,0.25,2.72,1.47,2.5
G1,18/09/2020,17:00,PAOK,Atromitos,1,1,D,1.44,4.32,8.12,1.38,4.58,9.33,2.04,1.83,-1,-1.25,1.99,1.85,2.5
G1,18/09/2020,18:30,Olympiakos,Asteras Tripolis,3,0,H,1.21,6.53,14.94,1.29,5.64,10.32,2.02,1.84,-1.75,-1.5,1.76,2.08,2.5
G1,19/09/2020,18:30,Panetolikos,AEK,0,2,A,6.37,3.67,1.58,5.76,3.63,1.67,1.98,1.87,1,0.75,2.28,1.64,2.5
G1,20/09/2020,16:15,Lamia,OFI Crete,1,2,A,2.95,2.97,2.72,2.62,2.81,3.26,1.73,2.17,0,0,3.17,1.36,2.5
G1,20/09/2020,18:30,Volos NFC,Aris,0,1,A,3.74,3,2.25,3.6,3.11,2.24,1.95,1.9,0.25,0.25,2.33,1.62,2.5
G1,26/09/2020,16:30,Volos NFC,PAOK,0,0,D,12.83,5.42,1.27,7.68,3.92,1.5,1.71,2.17,1.5,1.25,1.95,1.88,2.5
G1,26/09/2020,18:30,Olympiakos,Panetolikos,2,0,H,1.21,7.2,12.05,1.22,6.59,12.84,2.04,1.82,-1.75,-1.75,1.6,2.37,2.5
G1,27/09/2020,14:00,Aris,Giannina,2,2,D,1.53,3.85,7.23,1.82,3.38,4.93,1.82,2.04,-1,-0.5,2.39,1.59,2.5
G1,27/09/2020,16:00,OFI Crete,Atromitos,2,2,D,2.39,3.07,3.34,2.47,3.07,3.2,2.09,1.79,-0.25,-0.25,2.59,1.51,2.5
G1,27/09/2020,18:30,AEK,Lamia,3,0,H,1.24,5.81,14.11,1.41,4.45,8.53,2.07,1.8,-1.5,-1.25,2.22,1.68,2.5
G1,28/09/2020,17:30,Larisa,Panathinaikos,1,1,D,3.3,3.24,2.31,4.04,3.33,2.01,1.85,2.01,0.25,0.5,2.41,1.58,2.5
G1,03/10/2020,17:30,Panetolikos,Asteras Tripolis,1,1,D,2.53,3.25,2.93,2.77,2.93,2.93,1.87,1.98,0,0,2.54,1.53,2.5
G1,04/10/2020,14:00,Panathinaikos,Aris,0,1,A,1.98,3.29,4.23,1.88,3.35,4.62,1.88,1.97,-0.5,-0.5,2.31,1.63,2.5
G1,04/10/2020,16:15,Apollon,Larisa,1,0,H,2.56,3.17,2.96,2.55,2.9,3.25,2.14,1.75,0,-0.25,2.61,1.51,2.5
G1,04/10/2020,16:15,PAOK,OFI Crete,3,0,H,1.22,6.4,13.71,1.27,5.66,11.79,1.94,1.91,-1.5,-1.5,1.75,2.1,2.5
G1,04/10/2020,18:30,Giannina,Olympiakos,1,1,D,8.47,4.92,1.37,8.39,4.91,1.37,1.98,1.88,1.25,1.25,1.79,2.04,2.5
G1,04/10/2020,19:45,Atromitos,AEK,1,0,H,3.7,3.14,2.2,5.96,3.62,1.65,2,1.86,0.25,0.75,2.34,1.61,2.5
G1,05/10/2020,17:30,Lamia,Volos NFC,1,2,A,,,,2.42,2.93,3.44,2.03,1.83,-0.25,-0.25,2.91,1.41,2.5
G1,17/10/2020,14:00,Volos NFC,Giannina,2,1,H,2.34,3.46,3.01,2.57,3.04,3.07,1.77,2.11,-0.25,0,2.7,1.47,2.5
G1,17/10/2020,16:15,Aris,Apollon,1,0,H,1.57,3.96,5.65,1.76,3.54,5.08,2.04,1.82,-0.75,-0.75,2.33,1.62,2.5
G1,17/10/2020,18:30,Olympiakos,Atromitos,4,0,H,1.25,5.77,11.79,1.3,5.35,10.2,2.07,1.8,-1.5,-1.5,1.83,2.01,2.5
G1,18/10/2020,14:00,OFI Crete,Panathinaikos,2,2,D,3.38,3.33,2.2,3.64,3.24,2.16,2.01,1.85,0.25,0.25,2.47,1.56,2.5
G1,18/10/2020,16:15,Larisa,Asteras Tripolis,1,3,A,2.59,2.81,3.25,3.44,2.85,2.49,1.8,2.07,0,0.25,2.5,1.54,2.5
G1,18/10/2020,18:30,AEK,PAOK,1,1,D,2.86,3.05,2.69,2.74,2.83,3.07,1.82,2.05,0,0,2.46,1.56,2.5
G1,19/10/2020,17:30,Lamia,Panetolikos,0,0,D,2.42,2.8,3.58,2.29,2.75,4.11,1.89,1.96,-0.25,-0.25,3.05,1.38,2.5
G1,21/10/2020,15:15,Apollon,Giannina,1,2,A,2.6,2.74,3.33,3.03,2.71,2.9,1.97,1.88,0,0,2.86,1.42,2.5
G1,24/10/2020,18:30,Panathinaikos,Volos NFC,1,1,D,1.5,4.17,6.7,1.53,4.07,6.65,1.98,1.88,-1,-1,2.13,1.72,2.5
G1,25/10/2020,14:00,Asteras Tripolis,OFI Crete,1,0,H,2.05,3.67,3.43,1.79,3.66,4.63,1.78,2.07,-0.25,-0.5,2.16,1.71,2.5
G1,25/10/2020,18:30,Giannina,AEK,0,1,A,4.81,3.69,1.74,3.94,3.11,2.13,1.75,2.12,0.75,0.5,2.28,1.64,2.5
G1,26/10/2020,17:30,Atromitos,Panetolikos,2,0,H,1.78,3.65,4.57,1.78,3.34,5.4,2.06,1.81,-0.5,-0.75,2.49,1.55,2.5
G1,31/10/2020,13:00,Olympiakos,Apollon,2,0,H,1.15,7.91,17.63,1.14,8.26,22.59,1.84,2.02,-2,-2,1.57,2.43,2.5
G1,31/10/2020,15:15,Atromitos,Giannina,0,2,A,1.89,2.99,5.25,2.05,3.02,4.38,2.05,1.81,-0.5,-0.5,2.46,1.56,2.5
G1,31/10/2020,15:15,Volos NFC,Larisa,1,1,D,2.27,2.89,3.79,2.31,2.84,3.84,1.93,1.93,-0.25,-0.25,2.71,1.47,2.5
G1,31/10/2020,17:30,Lamia,Panathinaikos,0,2,A,5.2,2.81,1.98,5.23,2.86,1.98,1.88,1.98,0.5,0.5,3.06,1.38,2.5
G1,01/11/2020,13:00,Aris,Asteras Tripolis,1,0,H,2,3.17,4.24,2.51,3.03,3.18,2.11,1.77,-0.5,-0.25,2.33,1.61,2.5
G1,01/11/2020,15:15,Panetolikos,PAOK,1,3,A,,,,9.15,4.51,1.39,1.91,1.94,1,1.25,2.07,1.77,2.5
G1,01/11/2020,17:30,AEK,OFI Crete,2,1,H,1.38,4.81,8.1,1.37,4.99,8.24,1.9,1.95,-1.25,-1.25,1.76,2.08,2.5
G1,03/11/2020,15:15,Panathinaikos,Apollon,1,0,H,1.46,4.08,8.18,1.49,3.95,7.92,1.9,1.94,-1,-1,2.39,1.59,2.5
G1,04/11/2020,15:15,Giannina,Larisa,1,2,A,1.83,3.64,4.32,1.74,3.39,5.66,2.01,1.85,-0.5,-0.75,2.84,1.43,2.5
G1,07/11/2020,15:15,Giannina,Panetolikos,0,0,D,1.95,3.3,4.24,1.75,3.37,5.55,2.02,1.84,-0.5,-0.75,2.46,1.56,2.5
G1,07/11/2020,17:30,Panathinaikos,Atromitos,0,1,A,1.79,3.42,4.91,1.77,3.42,5.24,2.05,1.81,-0.75,-0.75,2.46,1.56,2.5
G1,08/11/2020,13:00,OFI Crete,Olympiakos,0,2,A,8.8,4.97,1.35,9.73,5.31,1.32,1.86,1.99,1.5,1.5,1.73,2.13,2.5
